1,0,.26667,-.1,.53333,0,.33333,-.13333,.36667,.11667,.56667,.01667,.71667,.08333,.7,-.06667,.53333,.2,.41667,-.01667,.31667,.2,.7,0,.25,.13333,.46214,.05439,.4,.03333,.46667,.03333,.41667,-.05,2
1,0,1,-.37838,.64865,.2973,.64865,-.24324,.86486,.18919,1,-.27027,.51351,0,.62162,-.05405,.32432,-.21622,.71833,-.17666,.62162,.05405,.75676,.13514,.35135,-.2973,.61031,-.22163,.58478,-.23027,.72973,-.59459,.51351,-.24324,2
1,0,.95202,.02254,.93757,-.01272,.93526,.01214,.96705,-.01734,.96936,.0052,.95665,-.03064,.9526,-.00405,.9948,-.02659,.99769,.01792,.93584,-.04971,.93815,-.0237,.97052,-.04451,.96215,-.01647,.97399,.01908,.95434,-.0341,.95838,.00809,2
1,0,.31034,-.10345,.24138,-.10345,.2069,-.06897,.07405,-.05431,.03649,-.03689,.01707,-.02383,.00741,-.01482,.00281,-.00893,.00078,-.00523,-.00003,-.00299,-.00028,-.00166,-.00031,-.0009,-.00025,-.00048,-.00018,-.00024,-.00012,-.00012,-.00008,-.00006,2
1,0,.25,.16667,.46667,.26667,.19036,.23966,.07766,.19939,.0107,.14922,-.02367,.10188,-.03685,.06317,-.03766,.03458,-.0323,.01532,-.02474,.00357,-.01726,-.00273,-.01097,-.00539,-.00621,-.00586,-.00294,-.0052,-.00089,-.00408,.00025,-.00291,2
1,0,1,-.01081,1,-.02703,1,-.06486,.95135,-.01622,.98919,-.03243,.98919,.08649,1,-.06486,.95135,.09189,.97838,-.00541,1,.06486,1,.04324,.97838,.09189,.98556,.01251,1,-.03243,1,.02703,1,-.07027,2
1,0,.90374,-.01604,1,.08021,1,.01604,.93048,.00535,.93583,-.01604,1,0,1,.06417,1,.04813,.91444,.04278,.96791,.02139,.9893,-.01604,.96257,.05348,.96974,.04452,.87701,.0107,1,.09091,.97861,.06417,2
1,0,.6,.03333,.63333,.06667,.7,.06667,.7,0,.63333,0,.8,0,.73333,0,.7,.1,.66667,.1,.73333,-.03333,.76667,0,.63333,.13333,.65932,.10168,.6,.13333,.6,.16667,.63333,.16667,2
1,0,.94653,.28713,.72554,.67248,.47564,.82455,.01267,.89109,-.24871,.84475,-.47644,.56079,-.75881,.41743,-.66455,.07208,-.65426,-.19525,-.52475,-.44,-.30851,-.55089,-.04119,-.64792,.16085,-.5642,.36752,-.41901,.46059,-.22535,.50376,-.0598,2
1,0,.72414,-.01084,.79704,.01084,.8,.00197,.79015,.01084,.78424,-.00985,.8335,.03251,.85123,.01675,.80099,-.00788,.79113,-.02956,.75961,.0335,.74778,.05517,.72611,-.01478,.78041,.00612,.74089,-.05025,.82956,.02956,.79015,.00788,2
1,0,.4709,.22751,.42328,.33598,.25661,.47619,.01852,.49471,-.02116,.53968,-.34127,.31217,-.4127,.3254,-.51587,.06878,-.5,-.1164,-.14815,-.1455,-.14815,-.38095,-.2328,.00265,.03574,-.31739,.15873,-.21693,.24868,-.24339,.2672,.04233,2
1,0,.94333,.38574,.48263,.64534,.21572,.77514,-.55941,.64899,-.73675,.42048,-.76051,0,-.62706,-.31079,-.38391,-.62157,-.12797,-.69287,.49909,-.6362,.71481,-.3766,.73857,-.05484,.60098,.30384,.45521,.60512,.02742,.54479,-.21572,.50457,2
1,0,.85736,.00075,.81927,-.05676,.77521,-.04182,.84317,.09037,.86258,.11949,.88051,-.06124,.78342,.0351,.83719,-.06796,.8357,-.1419,.88125,.01195,.90515,.0224,.79686,-.01942,.82383,-.03678,.88125,-.06423,.73936,-.01942,.79089,-.09186,2
1,0,.85209,.39252,.38887,.76432,.08858,.98903,-.42625,.88744,-.76229,.4998,-.93092,.10768,-.859,-.31044,-.6603,-.55262,-.1926,-.86063,.28444,-.80496,.64649,-.3523,.77814,-.23324,.71698,.21343,.3783,.5831,.19667,.66315,-.11215,.64933,2
1,0,1,.54902,.62745,1,.01961,1,-.4902,.92157,-.82353,.58824,-1,.11765,-.96078,-.33333,-.64706,-.68627,-.23529,-.86275,.35294,-1,.7451,-.72549,.92157,-.21569,.92874,.21876,.72549,.56863,.23529,.90196,-.11765,.90196,2
1,0,.44444,.44444,.53695,.90763,-.22222,1,-.33333,.88889,-1,.33333,-1,-.11111,-1,-.22222,-.66667,-.77778,.55556,-1,-.22222,-.77778,.77778,-.22222,.33333,0,.9212,.45019,.57454,.84353,.22222,1,-.55556,1,2
1,0,1,0,1,0,.5,.5,.75,0,.91201,.12094,.89067,.1421,.86922,.16228,.75,.25,.75,.5,.75,0,1,-.25,.5,.5,.73944,.26388,.75,.25,.69635,.29074,.67493,.30293,2
